@relation alarm

@attribute HISTORY {0,1}
@attribute CVP {0,1,2}
@attribute PCWP {0,1,2}
@attribute HYPOVOLEMIA {0,1}
@attribute LVEDVOLUME {0,1,2}
@attribute LVFAILURE {0,1}
@attribute STROKEVOLUME {0,1,2}
@attribute ERRLOWOUTPUT {0,1}
@attribute HRBP {0,1,2}
@attribute HREKG {0,1,2}
@attribute ERRCAUTER {0,1}
@attribute HRSAT {0,1,2}
@attribute INSUFFANESTH {0,1}
@attribute ANAPHYLAXIS {0,1}
@attribute TPR {0,1,2}
@attribute EXPCO2 {0,1,2,3}
@attribute KINKEDTUBE {0,1}
@attribute MINVOL {0,1,2,3}
@attribute FIO2 {0,1}
@attribute PVSAT {0,1,2}
@attribute SAO2 {0,1,2}
@attribute PAP {0,1,2}
@attribute PULMEMBOLUS {0,1}
@attribute SHUNT {0,1}
@attribute INTUBATION {0,1,2}
@attribute PRESS {0,1,2,3}
@attribute DISCONNECT {0,1}
@attribute MINVOLSET {0,1,2}
@attribute VENTMACH {0,1,2,3}
@attribute VENTTUBE {0,1,2,3}
@attribute VENTLUNG {0,1,2,3}
@attribute VENTALV {0,1,2,3}
@attribute ARTCO2 {0,1,2}
@attribute CATECHOL {0,1}
@attribute HR {0,1,2}
@attribute CO {0,1,2}
@attribute BP {0,1,2}

@data
1,1,2,0,2,1,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,2,1,0,0,3,1,1,2,1,0,0,2,1,2,1,1
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,2,1,2,2,2
1,0,1,1,1,1,1,0,1,2,1,2,1,1,1,1,1,3,1,2,2,0,1,0,0,3,0,1,2,0,1,3,0,1,2,2,2
1,2,2,0,2,1,1,1,0,0,1,0,0,1,1,1,1,3,1,2,2,1,1,0,0,3,1,1,0,0,1,3,0,1,1,1,1
1,0,2,0,2,1,0,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,3,1,2,2,1,1,0,0,2,1,1,2,1,1,3,0,1,2,2,0
1,1,1,0,1,1,0,1,2,1,0,1,1,1,1,3,1,1,1,0,0,1,1,0,0,3,1,1,2,2,3,1,2,1,2,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,3,1,2,2,1,1,0,0,1,1,1,2,1,1,3,0,1,2,2,0
1,0,0,1,0,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,1,1,1,1,0,0,2,1,1,2,1,0,2,1,1,2,2,1
1,1,1,1,1,1,1,1,2,2,1,2,0,1,1,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,0,1,0,0,2,1,0,0,3,0,1,2,0,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,0,0,1,0,1,1,2,1,1,2,1,2,2,0,1,0,0,3,1,1,0,0,1,3,0,0,1,1,1
1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,2,0,2,1,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,0,0
1,0,0,1,0,1,1,1,2,2,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,2,2,0,2,1,0,1,2,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,0,0
1,2,2,0,2,1,0,1,2,2,1,1,0,1,0,1,1,3,1,2,2,1,1,0,0,3,0,1,2,0,1,3,0,1,2,1,0
1,1,1,1,1,1,1,1,2,2,1,2,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,0
1,0,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,2,1,1,1,0,1,1,1,2,1,0,0,2,1,2,2,1
1,1,2,1,1,1,1,1,2,1,0,1,1,1,2,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,1,2,0,2,1,0,1,2,1,0,1,0,1,1,1,1,2,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,3,1,2,2,1,1,0,0,3,0,1,2,0,1,3,0,1,2,2,1
1,0,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,0,1,0,0,1,1,1,2,3,1,1,2,1,1,1,2,1,2,2,2
1,0,0,1,0,1,1,1,2,2,1,2,1,1,0,0,1,3,1,0,0,1,1,0,0,3,1,1,0,0,1,2,1,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,3,1,2,2,1,1,0,0,0,1,0,1,0,1,3,0,1,2,2,1
1,1,0,1,1,1,1,1,0,0,1,0,1,1,2,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,0,1,1,1
1,1,1,0,1,1,0,1,2,2,1,2,1,1,0,1,1,3,1,2,2,1,1,0,0,2,1,1,2,1,1,3,0,1,2,0,0
1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,0,0,1,1,1,2,0,0,1,2,0,0,2,1,1,2,2,0
1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,1,1,0
1,1,1,1,1,1,1,1,0,0,1,0,1,1,2,1,1,0,1,0,0,1,1,1,0,3,1,1,2,1,0,0,2,1,1,1,1
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,0
0,0,0,0,0,0,0,1,2,2,1,2,1,1,1,1,1,1,1,0,0,1,1,0,1,3,1,1,2,1,0,1,2,1,2,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,0,1,3,0,1,1,1,1,0,0,3,0,1,2,0,1,3,1,1,2,2,0
1,1,1,1,1,1,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,0,1,0,0,0,2,1,2,2,2
1,2,2,0,2,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,1,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,2,0,2,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,1,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,1
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,1
1,2,2,0,2,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,0,0
1,1,2,0,2,1,1,1,2,2,1,2,1,1,1,1,1,1,0,0,0,1,1,0,1,3,1,1,2,1,0,1,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,0,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,2,1,0,0,1,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,0,1,0,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,3,1,1,1,0,0,1,1,0,0,1,1,1,2,1,3,1,2,1,2,2,0
1,1,2,0,2,1,0,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,0,0
0,0,0,0,0,0,0,1,2,2,1,2,1,1,1,1,1,3,1,2,2,1,1,0,0,1,0,1,0,0,1,3,0,1,2,0,0
1,2,2,0,2,1,0,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,0,0
1,2,2,0,2,1,0,1,2,2,1,2,1,1,0,1,1,0,1,0,0,0,1,0,0,2,1,1,2,1,0,0,2,1,2,0,0
1,2,2,0,2,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,3,0,1,2,0,0,0,2,1,2,2,0
1,1,1,0,1,1,0,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,2,1,0,0,2,1,2,0,0
1,1,0,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,1,1
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,2,0,1,0,3,1,1,2,1,0,0,2,1,2,2,0
1,2,2,0,2,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,0,0,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,0
1,1,2,0,2,1,0,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,1,0
1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,3,1,1,0,0,0,0,2,1,0,0,0
1,1,1,0,1,1,0,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,0,0
1,0,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,3,1,2,2,1,1,0,0,1,1,1,3,3,1,3,0,1,2,2,0
1,0,0,1,0,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,0,1,0,0,3,0,1,2,0,0,0,2,1,2,2,0
0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,2,1,1,2,1,0,0,2,1,1,0,0
0,2,1,1,2,0,0,1,2,2,1,2,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,2,1,0,0,2,1,2,1,1
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,2,1,1,2,2,0
1,0,1,1,1,1,1,1,0,0,1,0,1,1,2,1,1,3,1,2,2,1,1,0,0,3,1,1,0,0,1,3,0,0,1,1,1
1,1,1,1,1,1,2,1,0,0,0,2,1,1,2,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,0,1,2,2
1,1,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,2,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,1
1,0,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
1,2,1,0,2,1,0,1,0,0,1,0,1,1,1,1,1,3,1,2,2,1,1,0,0,3,1,0,1,0,1,3,0,1,1,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,0,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,0,1,1,1,1,1,1,2,2,1,2,0,1,0,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,0,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,2,2,0,2,1,0,1,2,2,1,2,1,1,1,2,1,0,1,0,0,1,1,1,2,3,1,1,2,1,1,1,2,1,2,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,3,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,1
1,2,2,0,2,1,1,1,2,2,1,2,0,1,0,1,1,3,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,0
1,2,2,0,2,1,0,1,2,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,0,1
1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,1,2,3,3,1,3,1,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,0,0,1,1,1,2,3,1,1,2,1,0,2,1,1,2,2,2
1,0,0,1,0,1,1,1,0,0,1,0,1,1,2,1,1,0,1,0,0,1,1,0,0,3,1,1,0,0,0,0,2,0,1,1,2
1,2,2,0,2,1,1,1,2,2,1,2,0,1,1,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,1
1,2,2,0,2,1,0,1,2,2,1,2,1,1,1,1,1,0,0,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,0,0
0,0,0,1,0,0,0,1,2,2,1,2,1,1,2,1,1,1,1,0,0,1,1,0,1,1,1,1,2,1,0,1,2,1,2,0,0
1,2,2,0,2,1,0,1,2,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,1,0
1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
1,2,2,0,2,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,0,0,1,0,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,2,1,0,1,0,0,1,1,2,2,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,1,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,3,0,1,2,0,0,0,2,1,2,2,2
1,1,0,1,1,1,1,1,2,1,0,1,0,1,2,1,1,0,1,0,1,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,0,1,3,1,2,2,1,1,0,0,1,1,2,3,3,1,3,1,1,2,2,0
1,2,2,1,2,1,1,1,2,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,0,3,1,2,2,1,1,0,0,0,1,1,0,0,1,3,0,1,2,2,2
1,1,1,1,1,1,1,0,1,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,1,2
0,1,0,1,0,0,0,1,2,2,1,2,0,1,1,3,1,1,1,0,0,2,1,0,0,3,1,1,2,2,3,1,2,1,2,0,0
1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,1,1,0
1,1,1,1,1,1,1,1,0,0,1,0,1,1,2,1,1,3,1,2,0,2,0,1,0,3,0,1,2,0,1,3,0,0,1,1,1
1,1,1,1,1,1,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,0,0
1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,2,1,0,2,1,1,2,2,0
1,1,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,0,1,0,0,1,1,0,0,0,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,2,1,0,0,1,1,1,2,1,0,1,2,0,0,2,1,1,2,2,0
1,1,1,1,1,1,2,1,2,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
0,2,2,0,2,1,1,1,0,0,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,0,0,0,1
1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,1,0,0,1,1,0,0,2,1,1,2,1,0,0,1,1,1,1,1
1,1,0,1,1,1,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,0,0
1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,0,1,0,0,2,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,2,1,0,2,1,0,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,0,0
1,1,0,1,1,1,1,1,2,2,1,2,0,1,1,1,1,3,1,2,2,0,1,0,0,3,1,1,0,0,1,3,0,1,2,2,2
1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,1,1,0
1,1,1,1,1,1,1,1,2,2,1,2,0,1,0,1,1,3,1,2,2,1,1,0,0,1,1,2,3,3,1,3,0,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,0,1,1,1,1,1,1,2,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,0
1,2,2,0,2,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,1,1,1
1,0,1,1,1,1,2,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,1,0,3,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,2,1,0,0,3,1,1,2,1,0,0,2,1,2,2,1
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,3,1,2,2,1,1,0,0,1,1,2,3,3,1,3,0,1,2,2,1
1,2,2,0,2,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,3,0,1,3,2,0,0,2,1,2,1,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,0,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,0,0,1,1,1,2,3,1,1,2,1,0,2,1,1,2,2,1
1,0,0,1,0,1,1,1,1,2,1,2,1,1,2,0,1,2,1,2,0,1,1,1,2,3,1,1,2,1,0,3,0,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,0,0
1,0,0,1,0,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,0
1,0,0,1,0,1,1,1,2,1,0,1,1,1,1,3,1,1,1,0,0,0,1,0,0,3,1,1,2,2,3,1,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,1,0,1,1,1,1,0,0,1,0,1,1,2,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,1,1,2
1,1,1,1,1,1,1,1,2,2,1,2,0,1,0,1,1,0,1,0,0,0,1,0,0,3,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,0,0,1,0,1,1,2,1,1,3,1,2,2,1,1,0,0,3,1,1,0,0,1,3,0,0,1,1,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,0,1,0,0,1,0,1,1,2,1,0,2,1,0,0,1,1,1,2,3,1,0,1,0,0,2,1,0,1,0,2
1,2,2,0,2,1,0,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
1,2,2,0,2,1,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
1,1,2,0,2,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,0,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,0,0,1,0,1,1,1,0,0,1,0,1,1,2,0,1,3,1,2,2,1,1,0,0,3,1,1,0,0,1,3,1,0,1,1,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,3,1,2,2,1,1,0,0,3,1,1,2,1,1,3,0,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,2,1,0,0,0,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
0,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
0,0,0,1,0,0,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,1,1
1,1,1,1,1,1,1,0,1,1,0,1,1,1,2,3,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,2
1,2,2,0,2,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,0,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,0
1,1,1,1,1,1,1,1,2,1,0,1,1,1,2,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,1
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,3,1,0,0,1,1,0,0,3,1,1,1,0,1,3,0,1,2,2,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,0,0,1,0,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,2,1
1,0,0,1,0,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,2,2,0,2,1,0,1,2,2,1,2,0,1,2,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,2,1,1,2,0,1
1,1,1,0,1,1,0,1,2,2,1,2,0,1,1,1,1,3,1,2,2,1,1,0,0,1,1,2,3,3,1,3,0,1,2,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,1,2,0,0
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,0
0,0,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,1
1,2,2,0,2,1,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,3,1,1,2,1,0,0,2,1,2,2,2
1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,2,1,1,2,1,0,0,2,1,2,2,0
1,0,1,1,1,1,1,1,2,1,0,1,1,1,1,2,1,3,1,0,0,1,1,0,0,1,1,2,3,3,1,0,2,1,2,2,2
